selling_price,km_driven,seller_type,transmission,owner,mileage,engine,max_power,seats
93000,120000,Individual,Manual,Third Owner,NA,NA,NA,NA
860000,28000,Individual,Manual,First Owner,17.8,1497,117.3,5
1100000,50000,Individual,Manual,First Owner,14.28,1798,138.03,5
198000,110000,Individual,Manual,Third Owner,12.8,1493,100,5
60000,71000,Individual,Manual,Second Owner,NA,NA,NA,NA
130000,140000,Individual,Manual,Second Owner,18.9,998,67.1,5
540000,100000,Individual,Manual,Second Owner,16.8,1497,116.3,5
550000,10000,Individual,Automatic,First Owner,18.9,1197,81.86,5
475000,30000,Individual,Manual,First Owner,21.63,998,67.04,5
350000,80000,Individual,Manual,Second Owner,16,1198,90,5
265000,54000,Individual,Manual,First Owner,23.95,998,67.05,5
330000,30000,Individual,Manual,First Owner,23.01,999,67,5
395000,5000,Individual,Manual,First Owner,15.37,1196,73,7
55000,50000,Individual,Manual,Third Owner,16.1,796,37,4
300000,50000,Individual,Manual,First Owner,18.2,1199,82.4,5
500000,58000,Individual,Manual,First Owner,17.19,1197,81.86,5
350000,50000,Individual,Manual,First Owner,16.95,1498,97.7,5
550000,40000,Individual,Automatic,First Owner,20.89,1197,81.8,5
850000,7800,Individual,Manual,First Owner,17.5,1199,88.7,5
240000,50000,Individual,Manual,First Owner,22.74,796,47.3,5
423000,60000,Individual,Manual,Second Owner,16.02,1373,93.7,7
90000,74000,Individual,Manual,Second Owner,12.8,1396,85,5
170000,70000,Individual,Manual,Third Owner,19,998,66.1,5
450000,70000,Individual,Manual,First Owner,18.16,1196,86.8,5
150000,110000,Individual,Manual,Second Owner,20.36,1197,78.9,5
75000,80000,Individual,Manual,Third Owner,NA,NA,NA,NA
420000,25000,Individual,Manual,First Owner,21.63,998,67.04,5
180000,55000,Individual,Manual,First Owner,22.74,796,47.3,5
600000,30000,Individual,Manual,First Owner,18.6,1197,81.83,5
585000,8000,Individual,Manual,First Owner,18.9,1197,81.86,5
160000,62000,Individual,Manual,First Owner,14,796,35,5
65000,80000,Individual,Manual,Second Owner,17.3,993,60,5
50000,147000,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5
150000,80000,Individual,Manual,First Owner,18,995,62,5
245000,50000,Individual,Manual,First Owner,22.74,796,47.3,5
351000,60000,Individual,Manual,First Owner,23.1,998,67.04,5
351000,60000,Individual,Manual,First Owner,23.1,998,67.04,5
200000,90000,Individual,Manual,First Owner,22.74,796,47.3,5
350000,20000,Individual,Manual,Second Owner,21.1,814,55.2,5
395000,10800,Individual,Manual,First Owner,25.17,799,53.3,5
500000,15000,Individual,Manual,First Owner,20.89,1197,81.8,5
254999,30000,Individual,Manual,First Owner,22.74,796,47.3,5
180000,60000,Individual,Manual,First Owner,19.7,796,46.3,5
270000,49900,Individual,Manual,Second Owner,22.74,796,47.3,5
225000,71850,Individual,Manual,First Owner,20.63,1198,67,5
250000,70000,Individual,Manual,Fourth & Above Owner,17.5,1298,85.8,5
180000,35000,Individual,Manual,First Owner,21.1,814,55.2,5
550000,50000,Individual,Manual,First Owner,20.85,1197,83.14,5
376000,60000,Individual,Manual,First Owner,18.9,998,67.1,5
100000,120000,Individual,Manual,Fourth & Above Owner,NA,NA,NA,NA
75000,46000,Individual,Manual,Fourth & Above Owner,16.1,796,37,4
390000,80000,Individual,Manual,First Owner,20.51,998,67.04,5
170000,75000,Individual,Manual,Second Owner,19.7,796,46.3,5
350000,110000,Individual,Manual,Third Owner,17,1497,118,5
80000,80000,Individual,Manual,Fourth & Above Owner,18,995,62,5
195000,80000,Individual,Manual,Second Owner,21.1,814,55.2,5
650000,22000,Individual,Manual,Second Owner,21.56,1462,103.25,5
700000,30000,Individual,Manual,Second Owner,18.6,1197,81.83,5
285000,80000,Individual,Automatic,Second Owner,9,2997,218,5
600000,20000,Individual,Manual,First Owner,19.5,1199,88.76,5
565000,19000,Individual,Manual,First Owner,18.78,999,75,5
86000,46951,Individual,Manual,First Owner,18.5,796,53,5
329000,19000,Individual,Manual,First Owner,20.63,1198,67,5
30000,10000,Individual,Manual,First Owner,17.3,993,60,5
300000,74537,Individual,Manual,Second Owner,20.51,998,67.04,5
200000,90000,Individual,Automatic,Second Owner,12.6,1586,103.3,5
90000,70000,Individual,Manual,Second Owner,18,995,62,5
200000,80000,Individual,Manual,Second Owner,18.9,1061,67,5
250000,23500,Individual,Manual,First Owner,18.6,1199,76.8,5
610000,15000,Individual,Manual,First Owner,18.6,1197,81.83,5
400000,30000,Individual,Manual,First Owner,18.9,1197,82,5
500000,11000,Individual,Manual,First Owner,21.63,998,67,5
200000,140000,Individual,Manual,First Owner,19.02,1198,67.05,7
252000,48000,Individual,Manual,First Owner,20.92,998,67.1,5
509999,70000,Individual,Manual,Second Owner,22,1197,81.8,5
60000,90000,Individual,Manual,Second Owner,17.3,993,60,5
430000,25000,Individual,Manual,First Owner,23.84,1199,84,5
131000,80000,Individual,Manual,Third Owner,19.81,1086,68.05,5
200000,50000,Individual,Manual,First Owner,22.74,796,47.3,5
125000,120000,Individual,Manual,Fourth & Above Owner,18.9,1061,67,5
128000,19000,Individual,Manual,First Owner,19.7,796,46.3,5
250000,68600,Individual,Manual,Third Owner,17,1497,118,5
560000,40000,Individual,Manual,Second Owner,16.8,1497,116.3,5
400000,25000,Individual,Manual,First Owner,23.1,998,67.04,5
200000,29500,Individual,Manual,First Owner,20.92,998,67.1,5
950000,13887,Individual,Manual,First Owner,17,1591,121.3,5
300000,50000,Individual,Manual,Second Owner,22.74,796,47.3,5
315000,30000,Individual,Manual,Second Owner,25.17,799,53.3,5
220000,100000,Individual,Manual,First Owner,22.74,796,47.3,5
130000,60000,Individual,Manual,Second Owner,14.49,1399,92.7,5
680000,13500,Individual,Manual,First Owner,17,1497,121.36,5
530000,30000,Individual,Manual,Second Owner,21.4,1197,83.1,5
610000,14000,Individual,Manual,First Owner,19.1,1197,82,5
325000,10000,Individual,Manual,First Owner,21.1,814,55.2,5
550000,10000,Individual,Manual,First Owner,21.4,1197,83.1,5
720000,25000,Individual,Manual,First Owner,20.73,1373,91.1,5
950000,20000,Individual,Manual,First Owner,17,1591,121.3,5
500000,40000,Individual,Manual,First Owner,18.9,1197,81.86,5
380000,50000,Individual,Automatic,First Owner,16.9,1197,82,5
900000,20000,Individual,Manual,First Owner,17,1591,121.3,5
295000,35000,Individual,Manual,First Owner,24.7,796,47.3,5
625000,20000,Individual,Manual,First Owner,17.01,1591,121.4,5
604000,30000,Individual,Manual,Second Owner,17,1497,121.36,5
315000,29000,Individual,Manual,First Owner,23.95,998,67.05,5
400000,50000,Individual,Manual,First Owner,20.51,998,67.04,5
700000,42000,Individual,Automatic,First Owner,18.6,1368,98.63,5
580000,70000,Individual,Manual,First Owner,23.26,1197,88.5,5
1350000,5000,Individual,Automatic,First Owner,14.8,1591,121.3,5
725000,25000,Individual,Manual,First Owner,15.41,1598,103.2,5
120000,40000,Individual,Manual,Second Owner,16.1,796,37,4
110000,83000,Individual,Manual,Second Owner,13.8,1299,70,5
150000,60000,Individual,Manual,Fourth & Above Owner,15.26,1150,74.9,5
265000,40000,Individual,Manual,Second Owner,16.8,796,34.2,8
300000,138000,Individual,Manual,Third Owner,17,1197,80,5
280000,80000,Individual,Manual,First Owner,22.74,796,47.3,5
130000,50000,Individual,Manual,Second Owner,15.3,1341,83,5
350000,50000,Individual,Manual,First Owner,18.2,1199,82.4,5
200000,120000,Individual,Manual,First Owner,18.5,1197,85.8,5
550000,24400,Individual,Manual,First Owner,22,1197,81.8,5
170000,120000,Individual,Manual,Second Owner,18.5,1197,85.8,5
130000,100000,Individual,Manual,Second Owner,19.7,796,46.3,5
100000,120000,Individual,Manual,Second Owner,16.1,796,37,4
310000,27500,Individual,Manual,First Owner,25.17,799,53.3,5
35000,10000,Individual,Manual,First Owner,16.1,796,37,4
200000,120000,Individual,Manual,Third Owner,18.5,1197,80,5
210000,120000,Individual,Manual,First Owner,15.64,1193,64.1,5
130000,67840,Individual,Manual,First Owner,18,995,62,5
95000,30000,Individual,Manual,First Owner,25.4,624,37.48,4
225000,35000,Individual,Manual,Second Owner,22.74,796,47.3,5
420000,30000,Individual,Manual,First Owner,20.51,998,67.04,5
480000,70000,Individual,Manual,First Owner,18.9,1197,82,5
210000,84050,Individual,Manual,First Owner,NA,NA,NA,NA
600000,15000,Individual,Manual,First Owner,16.2,1199,74,5
130000,120000,Individual,Manual,Third Owner,19.7,796,35,8
130000,80000,Individual,Manual,Third Owner,18.9,998,67.1,5
141000,128000,Individual,Manual,Third Owner,18.6,1199,79.4,5
350000,30000,Individual,Automatic,First Owner,12.6,1586,103.2,5
575000,70000,Individual,Manual,First Owner,17,1198,108.5,5
550000,41000,Individual,Manual,First Owner,18.6,1197,81.83,5
420000,28100,Individual,Manual,First Owner,NA,NA,NA,NA
120000,30000,Individual,Manual,Second Owner,19.7,796,46.3,5
320000,30000,Individual,Manual,First Owner,23.95,998,67.05,5
250000,35000,Individual,Manual,First Owner,16.36,1495,93.7,5
300000,22000,Individual,Manual,First Owner,15,1586,104.68,5
250000,70000,Individual,Manual,First Owner,18.9,998,67.1,5
120000,100000,Individual,Manual,Second Owner,NA,NA,NA,NA
577000,3000,Individual,Manual,First Owner,20.89,1197,81.8,5
229999,50000,Individual,Manual,First Owner,20.92,998,67.1,5
840000,1500,Individual,Automatic,First Owner,18.2,1199,88.7,5
650000,25000,Individual,Manual,First Owner,18.7,1199,88.7,5
250000,110000,Individual,Manual,First Owner,21.1,814,55.2,5
229999,120000,Individual,Manual,Third Owner,15.6,1196,70,5
490000,10000,Individual,Manual,First Owner,20.52,1197,81.8,5
150000,80000,Individual,Manual,Second Owner,20.36,1197,78.9,5
60000,70000,Individual,Manual,Second Owner,17.3,993,60,5
150000,89000,Individual,Manual,Second Owner,15.6,1586,104.68,5
300000,8000,Individual,Manual,First Owner,21.1,814,55.2,5
350000,35000,Individual,Manual,First Owner,17,1197,80,5
300000,45000,Individual,Manual,First Owner,17,1197,80,5
114999,59000,Individual,Manual,Second Owner,16.1,796,37,4
700000,6200,Individual,Manual,First Owner,19.34,1462,103,7
250000,120000,Individual,Manual,Second Owner,21.63,998,67,5
350000,70000,Individual,Manual,First Owner,20.51,998,67.04,5
80000,70000,Individual,Manual,First Owner,14,796,35,5
70000,158000,Individual,Manual,First Owner,NA,NA,NA,NA
90000,93000,Individual,Manual,Third Owner,18,995,62,5
135000,57000,Individual,Manual,First Owner,19.7,796,46.3,5
150000,120000,Individual,Manual,First Owner,13.2,1495,94,5
240000,120000,Individual,Manual,First Owner,17.5,1298,85.8,5
50000,60000,Individual,Manual,Fourth & Above Owner,17.3,993,60,5
220000,35000,Individual,Manual,First Owner,20.36,1197,78.9,5
650000,50000,Individual,Manual,First Owner,17.19,1197,81.86,5
350000,98000,Individual,Manual,First Owner,18.5,1197,80,5
360000,30000,Individual,Manual,First Owner,18.5,1197,82.85,5
550000,50000,Individual,Manual,Second Owner,16.3,1797,147.5,5
490000,26000,Individual,Manual,First Owner,18.9,1197,82,5
195000,46000,Individual,Manual,Second Owner,19.7,796,46.3,5
125000,80000,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
459999,10000,Individual,Manual,First Owner,23.84,1199,84,5
275000,16700,Individual,Manual,First Owner,22.74,796,47.3,5
600000,7967,Individual,Manual,First Owner,20.85,1197,83.14,5
720000,20000,Individual,Manual,First Owner,22,1197,81.8,5
356000,9656,Individual,Manual,First Owner,25.17,799,53.3,5
225000,50000,Individual,Manual,First Owner,19.81,1086,68.05,5
130000,50000,Individual,Manual,First Owner,18,995,62,5
300000,10000,Individual,Manual,First Owner,25.17,799,53.3,5
400000,43000,Individual,Manual,Second Owner,18.5,1197,82.85,5
120000,90000,Individual,Manual,Second Owner,18.9,998,67,5
110000,80000,Individual,Manual,Second Owner,0,1086,62.1,5
610000,5000,Individual,Manual,First Owner,21.21,1197,81.8,5
550000,30000,Individual,Manual,First Owner,20.3,1199,84,5
500000,15000,Individual,Manual,First Owner,18.16,1196,86.8,5
600000,10000,Individual,Manual,First Owner,18.16,1197,78.8,5
310000,50000,Individual,Manual,Second Owner,19.4,1198,86.8,5
390000,20000,Individual,Manual,First Owner,23.84,1199,84,5
700000,30000,Individual,Manual,First Owner,15.29,1591,121.3,5
200000,70000,Individual,Manual,Second Owner,19.81,1086,68.05,5
200000,60000,Individual,Manual,Second Owner,21.1,814,55.2,5
245000,25000,Individual,Manual,First Owner,18.2,1199,84.8,5
210000,94000,Individual,Manual,Second Owner,20.36,1197,78.9,5
50000,90000,Individual,Manual,Second Owner,15.4,1590,94,5
630000,117500,Individual,Manual,Second Owner,17.4,1497,117.3,5
740000,8000,Individual,Manual,First Owner,18.6,1197,81.83,5
570000,25000,Individual,Manual,First Owner,18.12,1196,86.8,5
390000,10000,Individual,Manual,First Owner,22.5,999,67,5
180000,70000,Individual,Manual,Second Owner,14.2,1597,92,5
130000,60000,Individual,Manual,First Owner,25.4,624,37.48,4
270000,70000,Individual,Manual,Second Owner,17.7,1497,78,5
60000,25000,Individual,Manual,Third Owner,16.1,796,37,4
170000,90000,Individual,Manual,Third Owner,13.9,1599,103.2,5
490000,25000,Individual,Manual,First Owner,23.84,1199,84,5
390000,25000,Individual,Manual,First Owner,23.84,1199,84,5
170000,60000,Individual,Manual,Fourth & Above Owner,22.74,796,47.3,5
45000,70000,Individual,Manual,First Owner,18,995,62,5
630000,4000,Individual,Manual,First Owner,21.21,1197,81.8,5
250000,50000,Individual,Manual,First Owner,20.36,1197,78.9,5
330000,70000,Individual,Manual,Fourth & Above Owner,18.9,1197,82,5
180000,70000,Individual,Manual,Second Owner,20.36,1197,78.9,5
210000,50000,Individual,Manual,Second Owner,18.5,1197,80,5
950000,5000,Individual,Automatic,First Owner,17,1198,108.5,5
348000,23000,Individual,Manual,Second Owner,20.36,1197,78.9,5
196000,60000,Individual,Manual,Second Owner,22.74,796,47.3,5
150000,70000,Individual,Manual,Second Owner,18.9,1061,67,5
90000,82000,Individual,Manual,Fourth & Above Owner,NA,NA,NA,NA
150000,60000,Individual,Manual,Second Owner,18.9,1061,67,5
265000,90000,Individual,Manual,First Owner,23.01,999,67,5
450000,110000,Individual,Manual,Second Owner,14.09,1596,99.6,5
270000,80000,Individual,Manual,First Owner,16.6,1197,85,5
130000,78000,Individual,Manual,First Owner,19.7,796,46.3,5
240000,50000,Individual,Manual,Second Owner,23.95,998,67.05,5
275000,58000,Individual,Manual,First Owner,24.7,796,47.3,5
65000,30000,Individual,Manual,Second Owner,14.7,1150,76,5
555000,25000,Individual,Manual,Second Owner,18.6,1197,81.83,5
180000,70000,Individual,Manual,Second Owner,20.36,1197,78.9,5
160000,48000,Individual,Manual,Second Owner,19.7,796,46.3,5
459999,70000,Individual,Manual,First Owner,18.9,1197,82,5
80000,123219,Individual,Manual,Third Owner,NA,NA,NA,NA
75000,30000,Individual,Manual,Third Owner,17.3,993,60,5
250000,90000,Individual,Automatic,Second Owner,NA,NA,NA,NA
325000,48000,Individual,Manual,First Owner,23.1,998,67.04,5
350000,65300,Individual,Manual,Second Owner,18.9,1197,82,5
600000,40000,Individual,Manual,First Owner,18.6,1197,81.83,5
200000,70000,Individual,Manual,Second Owner,20.92,998,67.1,5
100000,70000,Individual,Manual,Third Owner,19.7,796,46.3,5
85000,150000,Individual,Manual,Second Owner,19.7,796,46.3,5
399000,10000,Individual,Manual,First Owner,23.95,998,67.05,5
290000,30000,Individual,Manual,First Owner,22.7,799,53.64,5
380000,50000,Individual,Manual,Second Owner,18.9,1197,82,5
500000,27500,Individual,Manual,First Owner,18.9,1197,81.86,5
380000,5000,Individual,Manual,First Owner,23.01,999,67,5
85000,110000,Individual,Manual,First Owner,18.9,998,67.1,5
229999,34000,Individual,Manual,Second Owner,21.1,814,55.2,5
411000,25000,Individual,Manual,First Owner,18.9,1197,82,5
190000,47000,Individual,Manual,First Owner,18.5,1197,85.8,5
499000,5000,Individual,Automatic,First Owner,20.3,1086,68,5
358000,44000,Individual,Manual,First Owner,15.37,1196,73,7
1300000,20000,Individual,Automatic,First Owner,17.4,1497,117.6,5
170000,120000,Individual,Manual,Second Owner,13.4,1794,125,5
490000,7000,Individual,Manual,First Owner,20.3,1086,68,5
210000,50000,Individual,Manual,First Owner,18.6,1199,76.8,5
275000,50000,Individual,Manual,First Owner,20.92,998,67.1,5
170000,59000,Individual,Manual,Second Owner,19.7,796,46.3,5
530000,50000,Individual,Manual,First Owner,18.9,1197,81.86,5
125000,70000,Individual,Manual,First Owner,16,995,63,5
285000,155000,Individual,Manual,Second Owner,15.5,1586,103.3,5
426000,110000,Individual,Manual,First Owner,18.15,1198,82,6
120000,40000,Individual,Manual,Second Owner,18.6,1199,79.4,5
190000,92500,Individual,Manual,Second Owner,20.92,998,67.1,5
310000,20000,Individual,Manual,First Owner,24.7,796,47.3,5
380000,15000,Individual,Manual,First Owner,25.17,799,53.3,5
260000,35000,Individual,Manual,First Owner,22.7,799,53.64,5
320000,32000,Individual,Manual,Second Owner,23.95,998,67.05,5
650000,35000,Individual,Manual,First Owner,22,1197,81.8,5
380000,14000,Individual,Automatic,First Owner,23.95,998,67.05,5
1270000,20000,Individual,Automatic,First Owner,17,1591,121.3,5
426999,80000,Individual,Manual,First Owner,19.1,1197,82,5
175000,218463,Individual,Automatic,First Owner,12.9,1799,130,5
390000,50000,Individual,Manual,First Owner,18,1198,86.7,5
275000,20000,Individual,Manual,First Owner,20.63,1198,67,5
310000,35000,Individual,Manual,First Owner,18.2,1199,82.4,5
500000,20000,Individual,Manual,First Owner,18.9,1197,81.86,5
330000,70000,Individual,Manual,First Owner,20.3,998,68.05,5
399000,4000,Individual,Manual,First Owner,20.3,1086,68,5
250000,103000,Individual,Manual,First Owner,20.36,1197,78.9,5
55000,167000,Individual,Manual,Second Owner,18.9,998,67.1,5
72000,40000,Individual,Manual,Second Owner,18,995,62,5
511000,30000,Individual,Manual,First Owner,18.9,1197,82,5
150000,55000,Individual,Manual,First Owner,14.6,1368,88.7,5
1500000,40000,Individual,Automatic,First Owner,10.75,2694,163.7,8
185000,80000,Individual,Manual,Second Owner,22.74,796,47.3,5
550000,30000,Individual,Manual,First Owner,21.4,1197,83.1,5
325000,3564,Individual,Manual,First Owner,23.95,998,67.05,5
120000,90000,Individual,Manual,First Owner,18.6,1199,79.4,5
170000,50000,Individual,Manual,Third Owner,17.92,1086,62.1,5
350000,17000,Individual,Automatic,First Owner,23.1,998,67.04,5
500000,40000,Individual,Automatic,First Owner,22,1197,81.8,5
340000,20000,Individual,Manual,First Owner,25.17,799,53.3,5
330000,70000,Individual,Manual,Second Owner,18.9,1197,81.86,5
350000,48756,Individual,Manual,Second Owner,15.5,1586,103.3,5
500000,36000,Individual,Manual,First Owner,17.19,1197,81.86,5
415000,15000,Individual,Manual,First Owner,15.37,1196,73,5
190000,60000,Individual,Manual,Second Owner,22.74,796,47.3,5
190000,60000,Individual,Manual,Second Owner,22.74,796,47.3,5
270000,60000,Individual,Manual,Second Owner,22.74,796,47.3,5
170000,70000,Individual,Manual,Third Owner,19.81,1086,68.05,5
764000,25000,Individual,Manual,First Owner,20.73,1373,91.1,5
310000,35000,Individual,Manual,First Owner,24.7,796,47.3,5
280000,31000,Individual,Manual,Second Owner,21.1,814,55.2,5
450000,40000,Individual,Manual,First Owner,18.9,1197,82,5
285000,60000,Individual,Manual,Second Owner,15.3,1596,99.6,5
600000,35000,Individual,Manual,First Owner,17.5,1373,91.1,7
570000,35000,Individual,Manual,First Owner,21.4,1197,83.1,5
325000,20000,Individual,Manual,First Owner,23.95,998,67.05,5
480000,60000,Individual,Manual,First Owner,18.6,1197,81.83,5
185000,10300,Individual,Manual,First Owner,22.74,796,47.3,5
760000,3000,Individual,Manual,First Owner,21.01,1197,81.8,5
570000,5000,Individual,Manual,First Owner,18.78,999,75,5
130000,145000,Individual,Manual,First Owner,NA,NA,NA,NA
700000,13000,Individual,Manual,First Owner,21.4,1197,83.1,5
775000,30000,Individual,Automatic,First Owner,15.63,1499,110.4,5
140000,100000,Individual,Manual,Second Owner,18,995,62,5
220000,40000,Individual,Manual,First Owner,22.74,796,47.3,5
184000,15000,Individual,Manual,First Owner,0,1086,62.1,5
440000,50000,Individual,Manual,Second Owner,18.6,1197,81.83,5
225000,110000,Individual,Manual,First Owner,19.81,1086,68.05,5
400000,80000,Individual,Manual,Second Owner,18.9,1197,82,5
110000,110000,Individual,Manual,First Owner,18.9,998,67.1,5
375000,100000,Individual,Manual,First Owner,15,1598,105,5
350000,50000,Individual,Manual,First Owner,19.44,1198,67,7
550000,15000,Individual,Manual,First Owner,23.26,1197,88.5,5
325000,150000,Individual,Manual,Second Owner,18.6,1197,85.8,5
385000,42000,Individual,Manual,Second Owner,19.81,1086,68.05,5
114999,80000,Individual,Manual,Second Owner,17.92,1086,62.1,5
200000,90000,Individual,Manual,First Owner,17.92,1086,62.1,5
265000,110000,Individual,Manual,First Owner,23.95,998,67.05,5
70000,220000,Individual,Manual,Second Owner,16.1,796,37,4
180000,80000,Individual,Manual,First Owner,22.74,796,47.3,5
200000,57000,Individual,Manual,First Owner,21.1,814,55.2,5
300000,100000,Individual,Manual,First Owner,19.81,1086,68.05,5
650000,40000,Individual,Manual,First Owner,17.01,1591,121.3,5
267000,40000,Individual,Manual,First Owner,22.74,796,47.3,5
400000,90000,Individual,Manual,Second Owner,18.9,1197,82,5
70000,15000,Individual,Manual,First Owner,26,624,35,4
350000,120000,Individual,Manual,First Owner,14.09,1596,99.6,5
240000,80000,Individual,Manual,Second Owner,23.95,998,67.05,5
250000,50000,Individual,Manual,First Owner,21.1,814,55.2,5
135000,100000,Individual,Manual,First Owner,19.7,796,46.3,5
328000,68000,Individual,Manual,Second Owner,23.84,1199,84,5
105000,100000,Individual,Manual,Third Owner,18.9,1061,67,5
60000,80000,Individual,Manual,Second Owner,16.1,796,37,4
112999,80000,Individual,Manual,Third Owner,19.7,796,46.3,5
650000,20000,Individual,Manual,First Owner,18.6,1197,81.83,5
350000,90000,Individual,Manual,Second Owner,18.5,1197,82.85,5
250000,60000,Individual,Manual,First Owner,16.6,1197,85,5
520000,6000,Individual,Manual,First Owner,18.9,1197,81.86,5
500000,32000,Individual,Manual,First Owner,20.4,1197,81.8,5
220000,90000,Individual,Manual,First Owner,25.17,799,53.3,5
819999,12000,Individual,Manual,First Owner,17.5,1199,88.7,5
215000,110000,Individual,Manual,Second Owner,17.7,1497,78,5
114999,10000,Individual,Manual,First Owner,19.7,796,46.3,5
75000,12000,Individual,Manual,First Owner,16.84,1193,64.4,5
120000,60000,Individual,Manual,First Owner,18.6,1199,79.4,5
250000,41000,Individual,Manual,First Owner,25.17,799,53.3,5
200000,25000,Individual,Manual,First Owner,16.8,796,34.2,8
380000,30000,Individual,Manual,First Owner,19.1,1197,82,5
575000,10000,Individual,Manual,First Owner,20.89,1197,81.8,5
39000,42108,Individual,Manual,First Owner,16.1,796,37,4
165000,25000,Individual,Manual,First Owner,25.4,624,37.5,4
320000,60000,Individual,Manual,Second Owner,21.1,1197,85.8,5
360000,100000,Individual,Manual,Second Owner,18.5,1197,85.8,5
130000,100000,Individual,Automatic,Second Owner,NA,NA,NA,NA
175000,25000,Individual,Manual,Third Owner,13,1795,127,5
500000,120000,Individual,Manual,First Owner,18.9,1197,81.86,5
140000,120000,Individual,Automatic,First Owner,13.1,1795,127,5
308000,15000,Individual,Manual,First Owner,24.7,796,47.3,5
570000,13000,Individual,Manual,First Owner,18.9,1197,81.86,5
680000,28000,Individual,Automatic,First Owner,21.21,1197,81.8,5
280000,90000,Individual,Manual,First Owner,21.1,814,55.2,5
434999,50000,Individual,Manual,Second Owner,20.4,1197,83.11,5
150000,40000,Individual,Manual,Third Owner,14.2,1597,92,5
285000,25000,Individual,Manual,Second Owner,24.7,796,47.3,5
275000,60000,Individual,Manual,First Owner,19,998,66.1,5
60000,100000,Individual,Manual,Second Owner,16.1,796,37,4
300000,20000,Individual,Manual,First Owner,23.95,998,67.05,5
450000,75000,Individual,Manual,First Owner,20.3,1199,84,5
290000,110000,Individual,Manual,Third Owner,17,1497,118,5
400000,52000,Individual,Manual,First Owner,21.63,998,67,5
200000,50600,Individual,Manual,First Owner,19.7,796,46.3,5
570000,25000,Individual,Manual,First Owner,18.6,1197,81.83,5
484999,30000,Individual,Manual,First Owner,18.7,1199,88.7,5
680000,50000,Individual,Manual,First Owner,15.85,1499,110.4,5
660000,10000,Individual,Automatic,First Owner,21.4,1197,83.1,5
220000,10000,Individual,Manual,First Owner,20.3,998,68.05,5
150000,60000,Individual,Manual,Fourth & Above Owner,17.92,1086,62.1,5
509999,10000,Individual,Manual,First Owner,21.21,1197,81.8,5
1250000,42000,Individual,Automatic,First Owner,11.9,1595,120.7,5
375000,11500,Individual,Manual,First Owner,23.95,998,67.05,5
275000,50000,Individual,Manual,First Owner,18.6,1197,85.8,5
400000,10000,Individual,Manual,First Owner,15.37,1196,73,5
310000,100000,Individual,Manual,First Owner,19.1,1197,85.8,5
500000,32000,Individual,Manual,First Owner,16.8,1497,116.3,5
409999,35000,Individual,Manual,Second Owner,23.84,1199,84,5
750000,3100,Individual,Automatic,First Owner,18.2,1199,88.7,5
500000,60000,Individual,Automatic,First Owner,13.7,1798,157.75,5
450000,20000,Individual,Manual,First Owner,19.1,1197,82,5
486000,10000,Individual,Manual,First Owner,18.9,1197,82,5
580000,25000,Individual,Manual,First Owner,18.9,1197,81.86,5
170000,120000,Individual,Manual,Second Owner,NA,NA,NA,NA
654000,1000,Individual,Automatic,First Owner,21.21,1197,81.8,5
835000,10000,Individual,Automatic,First Owner,14.84,1598,103.2,5
250000,47000,Individual,Manual,First Owner,15.3,1596,101,5
600000,18000,Individual,Manual,First Owner,21.21,1197,81.8,5
459999,60000,Individual,Manual,First Owner,20.85,1197,83.14,5
275000,20000,Individual,Manual,First Owner,23.01,999,67,5
408000,60000,Individual,Manual,First Owner,18.16,1196,86.8,5
375000,52000,Individual,Manual,First Owner,19.1,1197,81.86,5
94500,44000,Individual,Manual,First Owner,19.7,796,46.3,5
300000,17000,Individual,Manual,First Owner,16.47,1198,73.9,5
350000,35000,Individual,Manual,First Owner,17,1497,118,5
600000,100000,Individual,Manual,First Owner,18.6,1197,81.83,5
240000,59300,Individual,Manual,First Owner,25.17,799,53.3,5
360000,60000,Individual,Manual,Third Owner,15.04,1598,103.6,5
250000,80000,Individual,Manual,Second Owner,15.6,1196,70,5
550000,11500,Individual,Manual,First Owner,21.21,1197,81.8,5
180000,56000,Individual,Manual,First Owner,21.1,814,55.2,5
409999,25000,Individual,Manual,First Owner,23.84,1199,84,5
438999,25000,Individual,Manual,First Owner,23.84,1199,84,5
225000,100000,Individual,Manual,First Owner,19.49,1198,67.04,5
200000,100000,Individual,Manual,First Owner,17.5,1298,85.8,5
75000,90000,Individual,Manual,Second Owner,NA,NA,NA,NA
300000,60000,Individual,Manual,Second Owner,17.5,1197,85.8,5
310000,25000,Individual,Manual,First Owner,25.17,799,53.3,5
135000,95000,Individual,Manual,Third Owner,19.7,796,46.3,5
570000,20000,Individual,Manual,First Owner,18.9,1197,81.86,5
175000,175000,Individual,Manual,Second Owner,19.7,796,46.3,5
700000,30000,Individual,Manual,First Owner,18.6,1197,81.83,5
700000,30000,Individual,Manual,First Owner,18.6,1197,81.83,5
550000,28000,Individual,Automatic,First Owner,18.9,1197,81.86,5
420000,20000,Individual,Manual,Second Owner,20.3,1086,68,5
210000,89322,Individual,Manual,Second Owner,17,1197,80,5
180000,70000,Individual,Manual,Second Owner,19.7,796,46.3,5
118000,110000,Individual,Manual,Second Owner,19.7,796,46.3,5
120000,110000,Individual,Manual,Second Owner,18.2,1061,64,5
170000,90000,Individual,Manual,Third Owner,19.7,796,46.3,5
